#{"t_start": 1711460808.3404334, "env_id": "None"}
r,l,t
510.0,214,871.905503
481.0,246,873.820296
409.5,337,874.211535
386.5,379,874.65066
484.5,253,875.053998
491.5,231,875.332764
436.0,304,875.698911
492.0,238,875.991103
556.0,148,877.72869
488.5,233,878.020839
465.5,271,878.360863
429.0,318,878.743382
521.5,197,878.986446
547.0,156,879.175574
508.5,221,879.558738
482.0,254,879.851125
389.5,367,880.274159
443.5,303,880.606809
504.5,215,880.823069
457.0,282,881.172617
506.5,217,881.438765
483.0,240,883.302109
444.5,305,883.684778
536.5,173,883.894568
551.5,143,884.067422
564.0,138,884.237712
421.0,330,884.633099
483.0,248,884.925395
403.5,353,885.331352
399.5,361,887.311655
556.0,154,887.527989
417.5,331,887.927173
466.0,278,888.259929
455.5,281,888.585549
462.0,276,888.895356
455.5,279,889.225041
504.0,224,889.476513
492.0,242,891.30475
492.0,240,891.737111
473.0,264,892.03569
416.5,335,892.388557
459.5,283,892.718952
541.5,169,892.908889
554.5,153,893.101501
465.5,263,893.426524
476.0,262,893.742766
458.0,270,894.066345
367.5,405,894.565578
412.5,339,894.948133
488.0,242,896.833765
463.5,275,897.18339
410.0,342,897.576902
455.5,293,897.942832
438.5,319,898.308961
495.0,222,898.589708
461.5,267,898.907789
482.0,252,900.771371
391.0,362,901.235353
467.5,267,901.553326
334.5,455,902.088692
451.0,292,902.432064
507.0,208,902.658302
443.0,314,902.993679
498.5,229,903.253741
335.5,439,903.7262
357.0,434,904.248371
530.5,177,904.464876
516.5,209,904.714354
432.0,320,906.647848
511.0,208,906.886756
535.5,169,907.086822
423.0,322,907.495791
483.0,248,907.796316
515.5,201,908.02521
472.0,254,908.324705
492.0,238,908.630031
537.5,181,908.858526
482.5,239,910.670429
455.5,277,910.986623
526.5,187,911.202863
484.0,260,911.507512
465.5,269,911.8255
467.0,268,912.134568
350.0,408,912.610624
468.0,260,913.043001
510.5,213,913.274857
475.5,259,913.54883
496.5,231,913.814913
540.5,175,913.997987
483.5,237,915.921222
521.5,197,916.153206
402.0,354,916.602936
498.5,229,916.869589
387.0,382,917.295656
477.5,259,917.608181
490.5,233,917.857834
363.5,401,919.890509
455.0,282,920.241302
467.5,263,920.563141
504.0,222,920.832016
504.5,213,921.085378
458.0,278,921.405074
485.0,252,921.712921
516.0,196,921.933812
526.0,182,923.74741
479.0,250,924.082077
477.0,262,924.386528
539.5,167,924.584852
514.5,213,924.961833
493.5,249,925.228664
499.0,228,925.487027
535.0,188,925.693976
400.0,358,926.096323
476.0,248,926.392607
430.5,329,926.791888
351.5,421,927.307668
510.5,203,929.121244
520.0,198,929.370661
501.0,222,929.639956
479.5,251,929.903203
398.5,373,930.345176
423.5,325,930.738784
530.0,186,930.967905
467.5,267,931.276723
510.0,214,931.526414
512.5,209,933.363629
501.0,222,933.616738
458.5,281,933.945956
357.0,414,934.449278
469.0,270,934.760772
500.5,227,935.117181
514.5,205,935.502564
533.0,178,935.695934
406.5,347,936.075552
422.5,335,936.458319
455.5,305,936.774286
494.5,229,937.066985
449.0,300,938.980212
538.5,169,939.170172
378.0,404,939.652526
486.0,244,939.95159
482.5,249,940.251479
499.5,225,940.522291
432.5,321,940.917046
500.5,221,942.822519
539.0,174,943.129819
482.0,252,943.42929
465.0,272,943.749042
506.0,218,943.998435
498.0,230,944.288022
551.0,154,944.470867
460.0,278,944.803145
494.0,228,945.069831
570.0,130,945.226086
552.5,155,946.923132
537.0,178,947.139328
486.5,239,947.422337
541.5,177,947.771527
470.5,253,948.047247
532.0,186,948.254038
490.0,240,948.503598
503.5,215,948.76287
494.5,239,949.06266
482.5,257,949.368918
498.5,225,949.634506
520.5,191,950.343537
461.0,286,950.842905
542.5,161,951.049217
508.0,214,953.15502
518.5,209,953.40304
523.0,194,953.636033
508.5,217,953.897611
481.5,249,954.177044
434.5,325,954.563699
488.0,234,954.842744
461.0,286,955.193813
542.5,167,955.393075
523.5,199,957.445913
458.5,281,957.861966
441.0,310,958.261132
485.0,240,958.560473
437.0,312,958.922586
518.5,191,959.375946
323.5,453,959.87488
510.0,212,960.124506
409.5,341,960.515814
481.0,252,960.790071
550.5,155,960.981649
544.0,166,961.190796
407.0,342,963.209525
393.5,359,963.649368
525.5,179,963.871871
521.0,200,964.117567
433.0,318,964.492157
496.0,222,964.766278
482.5,247,965.075919
517.5,195,965.300127
444.0,300,967.28925
503.5,215,967.556816
491.5,249,967.857268
472.0,258,968.143693
526.0,196,968.385259
558.5,155,968.576381
470.5,267,968.909143
554.0,154,969.092052
530.0,192,969.324856
431.0,322,971.297277
510.0,214,971.583341
410.5,349,972.079454
419.0,344,972.465894
481.5,259,972.752165
406.5,345,973.126816
493.5,235,973.378984
388.5,383,973.825677
487.5,245,974.117929
443.5,303,974.499067
487.0,238,974.807236
451.5,291,975.164686
491.5,237,977.025267
444.5,293,977.396465
524.5,197,977.629731
491.0,234,977.909804
408.0,340,978.323182
488.0,244,978.633861
490.0,244,978.924647
521.0,192,979.16624
482.0,248,979.4657
478.0,250,981.468645
443.0,304,981.82969
417.5,337,982.244024
530.0,184,982.476981
512.5,209,982.718062
557.0,146,982.902404
521.0,198,983.125804
390.0,362,983.541718
505.5,209,983.791309
467.5,261,984.098815
559.0,142,984.283956
455.5,281,984.631233
477.5,249,984.955921
478.0,256,986.919886
515.5,209,987.166097
519.5,197,987.406319
500.0,224,987.669381
502.5,227,987.942301
514.5,207,988.191664
486.5,245,988.484134
337.0,444,989.006801
364.0,146,990.862726
479.0,254,991.188271
472.0,272,991.510972
359.0,420,992.010254
522.5,199,992.243644
394.5,357,992.685748
455.5,283,993.035712
477.5,257,994.881338
436.0,306,995.415257
439.0,314,995.761547
463.0,280,996.061167
406.5,365,996.458431
470.0,262,996.737695
453.0,292,997.109209
403.5,341,997.500484
524.0,190,997.716934
521.0,190,997.949731
504.0,218,998.207334
470.5,267,998.523573
496.0,222,998.798269
538.5,169,998.997774
468.5,271,1000.982437
537.5,177,1001.193896
481.0,252,1001.484943
544.5,171,1001.6932
500.0,226,1001.96278
446.0,296,1002.325427
461.0,270,1002.649416
453.0,282,1002.990705
514.0,216,1004.854244
503.0,224,1005.134316
380.0,392,1005.600056
477.5,249,1005.888755
500.0,222,1006.235056
469.5,267,1006.530623
409.0,330,1006.9031
526.5,189,1007.124813
404.5,355,1007.499696
443.5,285,1007.848992
517.0,202,1008.108039
511.0,212,1008.339379
541.0,174,1008.547618
442.5,301,1012.823376
488.0,236,1013.106367
514.0,202,1013.355782
513.5,201,1013.598917
450.0,286,1013.962775
495.0,232,1014.240773
437.0,298,1014.615241
493.5,237,1014.895966
431.5,307,1016.912102
425.5,335,1017.308578
497.0,228,1017.591178
390.5,377,1018.08682
536.5,177,1018.304652
338.0,180,1018.502046
457.5,289,1018.837516
509.0,214,1019.35337
506.5,221,1019.620186
563.0,142,1019.785869
466.0,264,1020.060783
545.5,163,1020.249784
424.0,326,1022.333013
529.0,188,1022.567416
497.0,228,1022.850625
438.0,306,1023.231261
508.0,208,1023.479309
476.0,264,1023.795389
395.5,363,1024.236207
443.5,297,1026.158004
434.5,309,1026.557218
517.5,197,1026.790233
437.5,311,1027.17283
508.0,212,1027.433536
477.0,262,1027.771896
367.5,409,1028.234216
463.5,269,1028.556743
480.5,253,1030.427142
499.5,227,1030.716044
399.5,359,1031.573625
426.0,328,1031.933511
505.0,216,1032.172609
449.5,283,1032.480221
448.5,297,1032.812994
538.5,173,1033.021276
452.0,288,1033.361803
454.0,288,1033.703395
376.5,395,1034.173224
388.0,378,1036.1837
480.5,251,1036.477855
444.0,306,1036.847747
349.0,436,1037.383862
491.0,240,1037.67352
321.5,463,1038.217898
433.0,314,1040.293638
329.5,457,1040.83372
481.5,247,1041.148143
489.0,236,1041.439707
452.5,285,1041.780466
489.5,241,1042.088479
504.0,218,1042.3381
526.5,183,1042.539173
472.5,259,1042.839077
493.5,241,1043.103347
316.5,479,1043.610989
469.5,285,1043.959774
443.0,306,1045.958396
548.0,170,1046.164124
560.0,142,1046.331018
486.5,241,1046.663748
449.5,285,1047.099848
460.5,279,1047.453758
501.0,232,1047.72843
437.5,317,1048.111065
446.5,303,1050.184706
499.0,218,1050.448417
505.0,216,1050.704017
-374.0,501,1051.272348
316.0,478,1051.862637
437.0,322,1052.261262
411.0,346,1054.343127
453.0,288,1054.710095
466.5,271,1055.082235
468.0,266,1055.373101
543.0,168,1055.564776
548.0,160,1055.736168
495.0,232,1055.988406
373.5,407,1056.471158
491.5,247,1056.770532
467.0,268,1057.089416
503.5,223,1057.366072
510.0,208,1057.62764
432.0,320,1059.715478
553.0,156,1059.898416
513.5,211,1060.157153
477.0,264,1060.472746
492.0,238,1060.766544
482.0,254,1061.071666
539.5,175,1061.287961
397.5,377,1061.737056
480.0,262,1063.733689
488.0,242,1064.049227
495.5,233,1064.325318
472.5,261,1064.632044
540.0,176,1064.856372
520.0,196,1065.089383
488.0,234,1065.375131
438.5,305,1065.763384
523.5,199,1065.987911
489.5,237,1066.253772
421.0,322,1066.619802
475.0,258,1066.902694
528.0,190,1067.127651
441.0,312,1067.518229
497.5,229,1069.414979
534.0,176,1069.751065
507.5,217,1070.02774
540.5,167,1070.230242
467.5,269,1070.560452
475.0,254,1070.862375
427.5,323,1071.253677
407.0,352,1071.657439
463.0,272,1073.616272
488.0,248,1073.94886
523.0,198,1074.189863
496.5,229,1074.464608
509.0,216,1074.722208
495.5,231,1075.009511
528.0,194,1075.2381
316.5,461,1075.828991
498.0,224,1077.717481
541.5,173,1077.933176
443.5,301,1078.341095
517.5,193,1078.557478
514.5,213,1078.781799
483.0,258,1079.056489
440.0,302,1079.389402
520.5,201,1079.646305
387.5,385,1080.09602
445.5,297,1080.457696
318.0,494,1081.058888
508.0,220,1081.325189
465.5,275,1083.456862
483.0,248,1083.7582
423.0,332,1084.164213
504.0,216,1084.430488
456.0,272,1084.759022
512.0,210,1085.012763
336.0,454,1085.538561
519.0,202,1087.475111
347.5,449,1088.049304
484.5,247,1088.343701
447.5,309,1088.707777
454.5,289,1089.255144
535.5,181,1089.442875
506.0,226,1089.688238
391.0,372,1090.087154
495.5,231,1090.344175
495.0,224,1090.619153
382.0,388,1091.08856
439.0,308,1093.139741
398.0,370,1093.588978
498.0,236,1093.8718
553.0,154,1094.05471
481.0,246,1094.354272
537.5,173,1094.553934
416.0,342,1094.964354
531.0,184,1095.188875
424.0,326,1097.215955
494.0,232,1097.507315
509.0,216,1097.764932
474.0,270,1098.081074
446.0,300,1098.446943
486.0,240,1098.738413
522.5,195,1098.982065
476.0,258,1099.291178
494.0,224,1099.561648
454.0,286,1101.724562
507.5,221,1101.984279
519.5,195,1102.20305
483.5,249,1102.48761
468.5,269,1102.782937
491.5,235,1103.080749
497.0,230,1103.357109
507.0,214,1103.61309
494.5,241,1103.912726
511.0,206,1104.162269
527.5,185,1104.380524
492.5,239,1104.667151
482.5,259,1104.9689
511.5,207,1106.845325
486.5,249,1107.148298
503.0,222,1107.414615
445.5,303,1107.772462
348.5,435,1108.312878
478.0,254,1108.606934
496.5,237,1108.905912
327.5,451,1111.008187
467.0,272,1111.332845
481.5,251,1111.642371
537.5,171,1111.856671
558.0,148,1112.178798
487.0,234,1112.438969
557.0,146,1112.605281
443.0,296,1112.938123
527.5,189,1113.154472
431.0,316,1113.543068
484.5,243,1113.828702
495.0,234,1114.102667
466.5,279,1115.994365
443.0,290,1116.392221
570.5,131,1116.557539
483.0,244,1116.846254
546.5,167,1117.056213
562.5,143,1117.229073
465.0,270,1117.555322
538.5,167,1117.762948
471.0,268,1118.070953
423.5,331,1118.461624
432.0,316,1120.408317
515.5,213,1120.67214
536.0,176,1120.88528
497.0,232,1121.165044
487.5,251,1121.457926
422.0,336,1121.852165
519.0,202,1122.100778
385.0,374,1122.756179
502.5,213,1122.995597
453.5,285,1123.295078
451.0,288,1123.635983
413.5,345,1124.018512
532.5,181,1125.824093
481.5,253,1126.131593
490.0,242,1126.424543
521.0,200,1126.672425
529.0,188,1126.898803
457.5,273,1127.204873
495.0,240,1127.495788
383.0,392,1127.953648
449.0,306,1130.018117
514.0,204,1130.274237
493.0,240,1130.565524
354.5,451,1131.087921
239.0,314,1131.457021
374.0,398,1131.937854
461.0,270,1132.279224
545.0,174,1134.084113
452.0,294,1134.453578
485.5,243,1134.752174
404.0,366,1135.315347
540.5,179,1135.5164
-204.0,501,1136.061026
452.5,293,1136.388684
373.0,400,1136.829265
519.0,194,1137.079187
398.5,363,1137.553287
508.0,212,1137.81086
439.5,315,1138.205751
529.5,179,1138.429193
446.0,312,1140.389799
484.0,244,1140.686301
378.0,394,1141.146942
473.0,268,1141.463058
487.0,242,1141.754038
314.0,482,1142.328229
508.5,215,1144.209731
519.5,201,1144.449095
458.0,278,1144.823924
441.5,303,1145.173167
534.5,173,1145.391635
493.5,233,1145.668123
519.0,194,1145.898549
413.0,346,1146.497156
526.0,192,1146.878144
481.0,250,1147.161087
501.0,232,1147.424017
539.0,176,1147.620636
467.0,274,1147.968357
508.0,228,1149.922918
455.0,284,1150.274252
447.5,297,1150.633735
456.0,292,1150.996386
364.0,406,1151.515002
464.5,277,1151.886823
441.0,300,1152.227453
375.5,387,1154.381701
478.5,259,1154.689839
463.0,272,1155.03068
455.0,288,1155.379933
466.5,273,1155.712726
459.0,286,1156.043999
475.5,259,1156.356956
473.0,260,1158.369026
489.5,249,1158.667625
539.5,169,1158.990074
494.0,234,1159.231608
401.0,356,1159.61437
483.0,252,1159.900713
465.0,270,1160.183717
502.0,230,1160.569848
480.5,249,1160.870185
512.5,215,1161.130311
502.0,222,1161.394591
477.5,269,1161.71068
460.0,286,1162.043474
489.0,244,1164.020638
439.5,311,1164.38059
560.5,143,1164.546926
525.5,193,1164.788618
520.0,196,1165.02962
451.0,284,1165.378903
382.0,394,1165.844698
462.5,273,1166.169478
393.5,377,1168.249156
515.5,201,1168.490113
515.5,209,1168.735662
516.0,208,1168.997838
363.0,418,1169.497427
537.5,173,1169.771178
489.5,237,1170.029358
424.5,335,1170.398795
546.5,161,1170.580854
511.0,206,1170.802912
360.0,406,1171.27707
414.0,340,1173.41471
483.0,252,1173.714236
480.5,257,1174.030192
520.5,201,1174.271809
416.0,344,1174.687684
484.0,248,1174.98723
379.5,399,1175.474814
534.5,181,1175.702579
489.5,241,1177.640598
448.0,292,1177.991538
501.0,226,1178.272679
538.5,169,1178.485675
472.5,261,1178.809433
548.0,170,1179.013978
539.5,171,1179.21299
369.5,399,1179.698061
457.5,279,1181.725339
451.5,291,1182.257761
492.5,229,1182.51779
194.5,381,1182.872812
507.5,213,1183.102245
366.5,423,1183.563382
480.5,253,1183.888256
292.5,245,1184.170951
505.0,212,1184.429329
531.0,184,1184.646471
467.5,267,1184.969694
514.0,210,1185.227671
575.0,120,1185.370435
479.0,246,1185.659753
483.5,249,1187.639585
496.0,238,1187.91639
516.5,197,1188.157009
527.5,195,1188.396942
471.5,265,1188.703493
542.5,169,1188.914154
423.0,340,1189.311957
521.0,192,1189.599252
335.0,448,1191.817982
533.0,180,1192.023958
539.5,171,1192.231415
460.5,297,1192.610777
453.0,280,1192.961491
491.5,233,1193.266485
515.5,199,1193.487978
507.0,216,1193.72546
537.0,180,1193.926218
514.0,204,1194.137302
513.0,204,1194.393965
464.5,281,1194.727444
474.0,262,1195.035241
519.0,196,1196.94188
450.5,295,1197.297793
505.0,220,1197.564081
439.5,305,1197.938138
479.0,254,1198.243825
513.5,207,1198.488912
452.5,289,1198.8285
441.0,306,1199.198179
475.5,265,1201.207749
482.5,257,1201.507149
441.0,310,1201.856535
526.5,189,1202.08079
525.0,196,1202.313746
440.5,315,1202.69027
482.0,254,1202.997348
477.0,256,1203.311943
463.0,274,1205.483346
532.0,188,1205.692778
530.5,187,1205.893265
529.5,193,1206.099015
523.0,192,1206.315311
571.0,130,1206.481688
400.5,357,1206.905598
515.0,204,1207.138628
442.5,299,1207.500243
494.0,224,1207.780103
508.5,213,1208.034805
490.5,243,1208.319685
469.0,266,1208.644422
511.5,203,1210.615703
511.0,208,1210.865278
523.5,197,1211.098179
430.0,316,1211.480992
534.5,175,1211.713843
486.0,246,1212.009722
495.5,231,1212.279562
501.5,223,1212.542094
497.5,231,1212.811922
468.0,262,1214.791715
507.0,222,1215.049878
511.0,212,1215.316162
538.0,170,1215.523744
502.5,223,1215.983162
418.0,324,1216.330964
512.0,204,1216.547219
480.5,241,1216.804884
553.5,151,1216.980624
513.5,215,1217.247671
468.0,274,1217.579531
411.5,343,1217.990761
439.5,303,1220.165525
466.0,284,1220.548243
309.0,476,1221.13053
459.5,281,1221.463268
477.5,259,1221.797528
335.5,453,1222.342034
519.0,200,1222.577848
488.0,242,1224.566445
482.5,247,1224.865906
532.0,186,1225.090112
554.0,158,1225.289752
464.5,267,1225.605823
528.5,191,1225.830743
497.5,237,1226.121157
534.0,176,1226.329857
476.5,271,1226.884708
381.5,383,1227.269737
459.0,278,1227.561006
507.0,220,1227.835898
496.5,247,1228.095027
502.5,217,1230.014407
463.0,288,1230.409578
489.0,238,1230.696834
440.0,302,1231.068092
479.0,256,1231.379264
519.5,203,1231.616421
531.5,185,1231.842867
515.5,203,1232.086484
494.5,247,1232.394002
476.0,254,1234.403114
567.5,135,1234.57334
509.0,210,1234.827588
415.0,332,1235.222238
512.0,196,1235.466332
478.5,251,1235.774373
529.0,182,1235.996128
475.0,254,1236.312873
541.0,164,1236.511967
453.5,287,1238.513999
466.5,271,1238.849265
479.0,258,1239.148568
502.0,224,1239.481445
427.5,323,1239.861133
482.0,250,1240.138961
457.5,283,1240.438426
504.5,213,1240.671196
455.0,292,1241.045378
449.0,296,1241.411364
382.0,384,1241.870725
522.0,188,1242.102032
480.5,249,1244.042526
420.5,335,1244.4661
497.5,227,1244.73604
398.0,362,1245.184865
537.0,176,1245.393339
508.5,225,1245.654404
509.5,211,1245.913632
506.0,208,1246.169627
489.5,245,1246.46582
416.0,338,1248.433855
497.5,229,1248.707156
511.0,210,1248.964665
260.0,272,1249.289434
496.5,231,1249.572273
520.0,206,1249.813268
368.5,405,1250.389013
511.0,204,1250.624387
502.0,228,1250.886598
525.0,186,1251.090861
457.0,282,1251.393804
561.5,139,1251.559636
557.5,149,1251.751712
468.0,272,1253.694837
490.0,236,1253.994253
530.0,182,1254.211
488.0,242,1254.498523
551.0,158,1254.694827
437.0,310,1255.066511
435.0,322,1255.436621
474.5,275,1255.761338
439.0,314,1257.776933
428.5,319,1258.148546
546.0,160,1258.391966
498.5,225,1258.662291
509.5,211,1258.913693
498.0,218,1259.171916
546.5,161,1259.363006
490.0,234,1259.645758
497.0,228,1259.938921
529.5,185,1260.153609
429.0,328,1262.108228
498.0,230,1262.524098
537.0,172,1262.715787
557.0,146,1262.873455
460.5,277,1263.189487
419.0,336,1263.563728
525.0,188,1263.803071
526.0,190,1264.030133
454.0,282,1264.371058
424.0,322,1264.770154
521.5,193,1265.011653
515.0,208,1265.265781
540.0,172,1265.482444
461.5,281,1267.440773
425.0,320,1267.829054
501.5,221,1268.089601
520.5,203,1268.339572
391.5,359,1268.773234
494.5,239,1269.054559
491.5,247,1269.345905
520.0,194,1269.572848
480.0,260,1271.500225
508.0,224,1271.783108
416.5,337,1272.199046
462.5,281,1272.548432
527.5,187,1272.781788
525.0,186,1273.088748
520.0,192,1273.295176
535.5,185,1273.496702
469.0,276,1273.80414
437.5,313,1274.153635
537.0,180,1274.36985
503.5,223,1274.652709
445.5,305,1276.63396
525.5,193,1276.898712
500.0,226,1277.178451
145.0,444,1277.772507
484.5,245,1278.080034
564.5,141,1278.25749
468.0,260,1278.57918
517.0,198,1278.820575
391.5,377,1280.8353
446.0,298,1281.199775
483.0,250,1281.507375
505.0,220,1281.769429
420.5,345,1282.185231
516.5,197,1282.422314
502.5,223,1282.681469
544.0,160,1282.895071
440.5,307,1284.779835
445.5,297,1285.376786
515.5,197,1285.58803
411.5,347,1285.966093
448.0,296,1286.280741
439.5,303,1286.61498
394.0,366,1287.064168
489.0,246,1287.355574
507.0,212,1287.613142
464.0,268,1287.958505
516.5,199,1288.197554
493.0,236,1288.470325
444.5,285,1288.809446
473.5,255,1290.742579
406.5,357,1291.17026
528.5,189,1291.398445
411.0,354,1291.819015
521.0,198,1292.059279
472.0,258,1292.363401
546.5,161,1292.554509
459.0,282,1292.892881
541.0,166,1294.61649
419.0,326,1295.008637
508.0,214,1295.26405
480.0,252,1295.55778
493.0,236,1296.048297
495.5,223,1296.299493
